Date,Open,High,Low,Close,Adj Close,Volume
2021-03-17,145.0500030517578,145.4499969482422,139.5,139.85000610351562,139.85000610351562,15554810
2021-03-18,141.5,141.75,136.1999969482422,137.0500030517578,137.0500030517578,14401450
2021-03-19,136.0,140.0,133.5,136.3000030517578,136.3000030517578,33294812
2021-03-22,137.60000610351562,137.60000610351562,135.3000030517578,135.64999389648438,135.64999389648438,11414253
2021-03-23,135.60000610351562,136.64999389648438,134.10000610351562,135.25,135.25,8887103
2021-03-24,133.89999389648438,135.14999389648438,132.0500030517578,132.3000030517578,132.3000030517578,10865477
2021-03-25,132.0,133.10000610351562,127.05000305175781,128.10000610351562,128.10000610351562,18629600
2021-03-26,129.10000610351562,130.39999389648438,128.6999969482422,129.60000610351562,129.60000610351562,9505615
2021-03-30,131.0,134.4499969482422,130.14999389648438,132.9499969482422,132.9499969482422,20582346
2021-03-31,133.0,133.0,130.0,130.35000610351562,130.35000610351562,14900610
2021-04-01,131.4499969482422,132.39999389648438,130.60000610351562,132.14999389648438,132.14999389648438,6226087
2021-04-05,131.89999389648438,132.10000610351562,128.0500030517578,129.8000030517578,129.8000030517578,9012457
2021-04-06,130.85000610351562,131.85000610351562,129.3000030517578,130.3000030517578,130.3000030517578,6689423
2021-04-07,130.3000030517578,131.6999969482422,129.75,131.25,131.25,5657926
2021-04-08,131.3000030517578,133.75,131.1999969482422,131.64999389648438,131.64999389648438,9330363
2021-04-09,131.64999389648438,131.9499969482422,128.9499969482422,129.5,129.5,10149401
2021-04-12,128.0,128.3000030517578,123.5999984741211,124.69999694824219,124.69999694824219,11334755
2021-04-13,124.80000305175781,128.4499969482422,124.80000305175781,127.94999694824219,127.94999694824219,7809483
2021-04-15,127.94999694824219,130.8000030517578,126.94999694824219,128.25,128.25,8924391
2021-04-16,128.85000610351562,129.9499969482422,127.0999984741211,127.8499984741211,127.8499984741211,10358366
2021-04-19,125.5999984741211,126.0,123.4000015258789,124.5999984741211,124.5999984741211,7131534
2021-04-20,125.0,126.25,124.05000305175781,124.5,124.5,7738871
2021-04-22,124.6500015258789,125.5,124.0,125.05000305175781,125.05000305175781,8514980
2021-04-23,124.94999694824219,127.25,124.25,126.1500015258789,126.1500015258789,8992991
2021-04-26,127.75,128.0,126.5,126.94999694824219,126.94999694824219,4967884
2021-04-27,127.0,127.9000015258789,126.5999984741211,127.5,127.5,3982954
2021-04-28,128.0,129.4499969482422,127.5,128.5,128.5,6206074
2021-04-29,129.75,130.0500030517578,127.6500015258789,128.0500030517578,128.0500030517578,8345584
2021-04-30,127.4000015258789,134.60000610351562,127.0,133.0500030517578,133.0500030517578,27396950
2021-05-03,133.0,133.4499969482422,131.1999969482422,132.1999969482422,132.1999969482422,10262391
2021-05-04,132.5500030517578,135.8000030517578,132.25,132.8000030517578,132.8000030517578,9926789
2021-05-05,133.0,134.5,132.5,133.14999389648438,133.14999389648438,4877341
2021-05-06,134.1999969482422,135.4499969482422,133.75,134.60000610351562,134.60000610351562,7632817
2021-05-07,135.39999389648438,138.0,135.0,136.85000610351562,136.85000610351562,12644960
2021-05-10,137.10000610351562,148.5,137.10000610351562,147.0500030517578,147.0500030517578,45098431
2021-05-11,146.4499969482422,156.75,145.14999389648438,155.6999969482422,155.6999969482422,66582000
2021-05-12,155.89999389648438,159.6999969482422,151.8000030517578,153.5,153.5,42959024
2021-05-14,155.9499969482422,155.9499969482422,146.10000610351562,146.8000030517578,146.8000030517578,23140309
2021-05-17,147.0,149.14999389648438,144.0,148.14999389648438,148.14999389648438,17076463
2021-05-18,149.10000610351562,149.8000030517578,146.10000610351562,146.4499969482422,146.4499969482422,10295029
2021-05-19,146.4499969482422,152.5,145.10000610351562,151.85000610351562,151.85000610351562,23999878
2021-05-20,152.39999389648438,152.39999389648438,146.0500030517578,146.64999389648438,146.64999389648438,22983457
2021-05-21,147.0,149.60000610351562,146.85000610351562,147.1999969482422,147.1999969482422,13009821
2021-05-24,148.10000610351562,149.75,145.64999389648438,148.89999389648438,148.89999389648438,14192862
2021-05-25,149.8000030517578,150.0,147.10000610351562,147.4499969482422,147.4499969482422,10434892
2021-05-26,147.8000030517578,148.0,145.1999969482422,145.6999969482422,145.6999969482422,9948786
2021-05-27,145.75,146.3000030517578,144.10000610351562,144.5500030517578,144.5500030517578,24064196
2021-05-28,145.60000610351562,148.8000030517578,144.75,146.89999389648438,146.89999389648438,16465504
2021-05-31,147.0500030517578,148.39999389648438,145.0500030517578,147.6999969482422,147.6999969482422,11767444
2021-06-01,148.5500030517578,149.39999389648438,146.89999389648438,147.60000610351562,147.60000610351562,9307143
2021-06-02,147.5,149.89999389648438,147.0,149.10000610351562,149.10000610351562,10714318
2021-06-03,150.0,150.39999389648438,148.60000610351562,149.0500030517578,149.0500030517578,9282774
2021-06-04,149.0,154.39999389648438,148.1999969482422,153.10000610351562,153.10000610351562,29422387
2021-06-07,156.0,158.85000610351562,155.4499969482422,156.25,156.25,31071589
2021-06-08,157.39999389648438,157.5,152.8000030517578,156.0,156.0,12874065
2021-06-09,157.0,161.39999389648438,155.1999969482422,156.39999389648438,156.39999389648438,30443113
2021-06-10,157.10000610351562,158.75,155.75,156.5,156.5,11459484
2021-06-11,157.0,165.0,156.64999389648438,162.64999389648438,162.64999389648438,61728565
2021-06-14,164.0,164.0,155.5500030517578,159.35000610351562,159.35000610351562,30836595
2021-06-15,161.10000610351562,161.85000610351562,156.75,157.14999389648438,157.14999389648438,30153988
2021-06-16,157.3000030517578,158.8000030517578,154.85000610351562,155.5500030517578,155.5500030517578,14098443
2021-06-17,155.0,155.39999389648438,151.39999389648438,152.14999389648438,152.14999389648438,15784276
2021-06-18,153.0,153.8000030517578,145.10000610351562,146.39999389648438,146.39999389648438,24823176
2021-06-21,146.0,148.0,143.5,147.5,147.5,15038290
2021-06-22,148.89999389648438,149.5,147.8000030517578,148.6999969482422,148.6999969482422,12494441
2021-06-23,149.85000610351562,150.60000610351562,148.14999389648438,148.4499969482422,148.4499969482422,7983220
2021-06-24,148.4499969482422,149.10000610351562,146.0,146.39999389648438,146.39999389648438,12929173
2021-06-25,146.75,149.25,146.75,148.75,148.75,7400514
2021-06-28,147.10000610351562,149.0,147.0,147.1999969482422,147.1999969482422,8217659
2021-06-29,147.10000610351562,147.89999389648438,143.9499969482422,144.5,144.5,21576435
2021-06-30,145.60000610351562,147.39999389648438,145.10000610351562,146.64999389648438,146.64999389648438,12919448
2021-07-01,146.60000610351562,147.3000030517578,145.5,145.64999389648438,145.64999389648438,5668038
2021-07-02,147.0,148.64999389648438,146.0500030517578,147.64999389648438,147.64999389648438,20805994
